body,name,lat,lon,diameter_km,kind
mars,Solis Planum,-26.4000,-89.6700,1811.2,Planum
mars,Ares Vallis,10.2900,-25.6100,1757.7,Vallis
mars,[Erythraeum Planum],-34.1800,-65.0000,1750.0,Planum
mars,Tiu Valles,16.2300,-34.8600,1720.0,Vallis
mars,Hephaestus Rupēs,23.5400,114.9000,1707.4,Rupes
mars,Tartarus Colles,21.2400,175.1900,1672.7,Collis
mars,Nepenthes Planum,14.0100,113.7900,1650.1,Planum
mars,[Terra Meridiani],-7.1200,4.0000,1622.0,Terra
mars,[Oenotria Scopulus],-7.7700,77.3600,1615.0,Scopulus
mars,Hesperia Planum,-21.4200,109.8900,1601.7,Planum
mars,Memnonia Fossae,-23.6300,-153.8200,1585.3,Fossa
mars,Kasei Valles,25.1400,-62.8800,1580.0,Vallis
mars,Cydnus Rupēs,52.5300,112.2100,1550.8,Rupes
mars,Chryse Planitia,28.4300,-40.3100,1542.4,Planitia
mars,Scandia Colles,65.4700,-139.1300,1521.7,Collis
mars,Maja Valles,10.2300,-58.3800,1515.0,Vallis
mars,Olympia Undae,81.1600,178.4800,1508.0,Unda
mars,Labeatis Fossae,24.5800,-84.5300,1496.4,Fossa
mars,Capri Chasma,-8.2700,-42.0700,1471.6,Chasma
mars,Planum Australe,-83.3500,157.7000,1429.9,Planum
mars,Oenotria Scopuli,-6.6200,77.1100,1425.0,Scopulus
mars,Sacra Dorsa,11.2100,-66.0900,1416.0,Dorsum
mars,Promethei Rupes,-75.5400,90.2400,1379.2,Rupes
mars,Argentea Planum,-72.4900,-61.6700,1370.6,Planum
mars,Phlegra Montes,40.4000,163.7100,1350.7,Mons
mars,Lycus Sulci,28.1400,-144.4700,1350.6,Sulcus
mercury,Borealis Planitia,67.3000,32.6000,3450.0,Planitia
mercury,Stilbon Planitia,57.5400,150.3900,1550.0,Planitia
mercury,Caloris Planitia,31.6500,161.9800,1500.0,Planitia
mercury,Mearcair Planitia,31.4000,132.1000,1175.0,Planitia
mercury,Sobkou Planitia,39.0000,-128.0200,1128.0,Planitia
mercury,Apārangi Planitia,6.7000,70.6200,1077.0,Planitia
mercury,Caloris Montes,31.4600,-174.1500,1023.0,Mons
mercury,Meteor Rupēs,-47.7000,14.3000,990.0,Rupes
mercury,Utaridi Planitia,-65.5000,89.8300,930.0,Planitia
mercury,Altair Rupes,-70.4800,173.5100,895.6,Rupes
mercury,Volasiga Rupes,-36.2200,-146.0000,830.0,Rupes
mercury,Enterprise Rupes,-36.5400,76.5400,822.4,Rupes
mercury,Budh Planitia,19.5200,-150.4600,816.0,Planitia
mercury,Papsukkal Planitia,-16.2500,88.3700,810.0,Planitia
mercury,Pettengill Dorsum,79.0000,-9.9600,804.0,Dorsum
mercury,Grifo Rupes,7.9000,5.3800,783.0,Rupes
mercury,Tir Planitia,-1.0400,-176.6900,754.0,Planitia
mercury,Catuilla Planum,-8.7800,114.2200,735.0,Planum
mercury,Rembrandt,-32.8900,87.8700,716.0,Crater
mercury,Beagle Rupes,-3.2200,100.7600,630.0,Rupes
mercury,Beethoven,-20.8600,-124.2100,630.0,Crater
mercury,Turms Planitia,-31.0500,9.1900,622.0,Planitia
mercury,Paramour Rupes,-0.0800,147.4600,616.0,Rupes
mercury,Lugus Planitia,-6.2400,-98.6600,574.0,Planitia
mercury,Suisei Planitia,60.8800,-147.8100,569.0,Planitia
mercury,Sihtu Planitia,-2.8200,-55.5700,565.0,Planitia
mercury,Chikyu Rupes,-53.8200,100.3800,561.0,Rupes
mercury,Darshak Rupēs,-14.5000,-47.4200,560.0,Rupes
mercury,Antares Rupes,18.0600,130.5800,530.0,Rupes
mercury,Duyfken Rupes,-20.8800,-131.9300,518.0,Rupes
mercury,Alpha Crucis Rupēs,-12.4800,131.6900,511.3,Rupes
mercury,Arquipelago Rupēs,7.3600,130.6900,500.0,Rupes
mercury,Sanai,-13.3700,-6.9900,490.0,Crater
mercury,Blossom Rupes,-3.0400,89.8500,486.0,Rupes
mercury,Odin Planitia,23.6000,-169.8600,473.0,Planitia
mercury,Otaared Planitia,18.2600,22.3900,470.0,Planitia
mercury,Aneirin,-27.4700,-2.6800,467.0,Crater
mercury,Hero Rupes,-58.7200,-171.7000,456.0,Rupes
mercury,Dostoevskij,-44.7300,-178.1100,430.1,Crater
mercury,Belgica Rupes,-50.4500,63.7600,425.0,Rupes
mercury,Discovery Rupes,-54.7000,-37.2400,412.0,Rupes
mercury,Shakespeare,48.1000,-152.2500,399.0,Crater
mercury,Borobudur Fossae,-32.7700,88.5000,395.0,Fossa
mercury,Investigator Rupes,-25.3900,136.0400,390.0,Rupes
mercury,Xuelong Rupes,57.2700,177.1300,390.0,Rupes
mercury,Calypso Rupes,19.5300,43.5200,381.0,Rupes
mercury,Hesperides Rupes,-2.9800,170.4500,374.0,Rupes
mercury,Schiaparelli Dorsum,23.2600,-164.3000,374.0,Dorsum
mercury,Soya Rupes,-6.4700,66.6300,372.0,Rupes
mercury,Eltanin Rupes,-74.9900,90.6000,370.0,Rupes
mercury,Trask Dorsum,56.2200,26.1700,360.0,Dorsum
mercury,Antoniadi Dorsum,27.2000,-29.6500,359.4,Dorsum
mercury,Tolstoj,-16.2300,-164.6400,355.0,Crater
mercury,Unity Rupes,27.1600,84.8000,350.0,Rupes
mercury,Nautilus Rupes,-28.2300,66.6700,348.0,Rupes
mercury,Victoria Rupes,52.7100,-34.1600,347.0,Rupes
mercury,Raphael,-20.4200,-76.3500,342.0,Crater
mercury,Adventure Rupes,-65.4800,-65.3000,340.0,Rupes
mercury,Kainan Rupēs,-29.8000,29.2000,325.0,Rupes
mercury,Heemskerck Rupes,27.3000,-124.3100,320.0,Rupes
mimas,Camelot Chasma,-43.0000,-23.4000,150.0,Chasma
mimas,Pangea Chasma,-28.1200,19.5900,150.0,Chasma
mimas,Herschel,-1.3800,-111.7600,139.0,Crater
mimas,Tintagil Catena,-58.0000,125.0000,130.0,Catena
mimas,Avalon Chasma,35.0000,-147.0000,120.0,Chasma
mimas,Oeta Chasma,19.0000,-122.7000,110.0,Chasma
mimas,Pelion Chasma,-25.3100,109.9200,100.0,Chasma
mimas,Ossa Chasma,-23.5600,56.2500,95.0,Chasma
mimas,Arthur,-35.4000,163.9600,64.0,Crater
mimas,[Tintagil Chasma],-51.7600,146.6500,55.0,Chasma
mimas,Accolon,-70.5600,175.5900,48.0,Crater
mimas,Morgan,24.2100,115.0200,43.0,Crater
mimas,Gwynevere,-17.6000,36.3000,42.0,Crater
mimas,Lucas,40.7500,139.6500,40.0,Crater
mimas,Melyodas,-74.9300,-77.1900,40.0,Crater
miranda,Mantua Regio,-39.6000,-179.8000,399.0,Regio
miranda,Elsinore Corona,-24.8000,-102.9000,323.0,Corona
miranda,Arden Corona,-29.1000,73.7000,318.0,Corona
miranda,Naples Sulcus,-32.0000,-100.0000,260.0,Sulcus
miranda,Dunsinane Regio,-31.5000,11.9000,244.0,Regio
miranda,Inverness Corona,-66.9000,-34.3000,234.0,Corona
miranda,Ephesus Regio,-15.0000,-110.0000,225.0,Regio
miranda,Sicilia Regio,-30.0000,-42.8000,174.0,Regio
miranda,Argier Rupes,-43.2000,-37.2000,141.0,Rupes
miranda,Verona Rupes,-18.3000,-12.2000,116.0,Rupes
miranda,Syracusa Sulcus,-15.0000,-67.0000,40.0,Sulcus
moon,Oceanus Procellarum,20.6700,-56.6800,2592.2,Oceanus
moon,Mare Frigoris,57.5900,-0.0100,1446.4,Mare
moon,Mare Imbrium,34.7200,-14.9100,1145.5,Mare
moon,Mare Australe,-47.7700,91.9900,996.8,Mare
moon,Montes Cordillera,-19.4400,-94.9300,963.5,Mons
moon,Mare Tranquillitatis,8.3500,30.8300,875.8,Mare
moon,Mare Fecunditatis,-7.8300,53.6700,840.4,Mare
moon,Mare Nubium,-20.5900,-17.2900,714.5,Mare
moon,Montes Rook,-19.4900,-94.9500,682.3,Mons
moon,Mare Serenitatis,27.2900,18.3600,674.3,Mare
moon,Vallis Snellius,-30.9300,57.8400,640.0,Vallis
moon,Montes Apenninus,19.8700,0.0300,599.7,Mons
moon,Mare Crisium,16.1800,59.1000,555.9,Mare
moon,Rupes Altai,-24.3200,23.1200,545.2,Rupes
moon,Hertzsprung,1.3700,-128.6600,536.4,Crater
moon,Apollo,-35.6900,-151.4800,524.2,Crater
moon,Mare Insularum,7.7900,-30.6400,511.9,Mare
moon,Vallis Rheita,-42.5100,51.6500,509.1,Vallis
moon,Vallis Planck,-57.2600,126.1600,502.9,Vallis
moon,Catena Michelson (GIRD),-0.4400,-113.5800,450.6,Catena
moon,Montes Caucasus,37.5200,9.9300,443.5,Mons
moon,Lacus Somniorum,37.5600,30.8000,424.8,Lacus
moon,Korolev,-4.1900,-157.4100,423.4,Crater
moon,Montes Jura,47.4900,-36.1100,420.8,Mons
moon,Mare Humorum,-24.4800,-38.5700,419.7,Mare
moon,Rimae Sirsalis,-15.0100,-61.3600,405.0,Rima
moon,Montes Haemus,17.1100,12.0300,384.7,Mons
moon,Lacus Veris,-16.4800,-85.9100,382.9,Lacus
moon,Lorentz,34.5900,-97.1900,378.4,Crater
moon,Mare Smythii,-1.7100,87.0500,374.0,Mare
moon,Dorsum Buckland,19.4300,14.3000,369.1,Dorsum
moon,Mare Marginis,12.7000,86.5200,357.6,Mare
moon,Mare Cognitum,-10.5300,-22.3100,350.0,Mare
moon,Poincaré,-56.8600,163.9900,346.0,Crater
moon,Mare Nectaris,-15.1900,34.6000,339.4,Mare
moon,Harkhebi,40.8700,98.7400,337.1,Crater
moon,Montes Alpes,48.3600,-0.5800,334.5,Mons
moon,Montes Carpatus,14.5700,-23.6200,333.6,Mons
moon,Birkhoff,58.4500,-145.6500,329.8,Crater
moon,Rima Brayley,22.3000,-36.3500,327.3,Rima
moon,Mendeleev,5.3800,141.1700,325.1,Crater
moon,Rimae Pettit,-25.2200,-93.6300,320.0,Rima
moon,Planck,-57.2700,135.3400,319.5,Crater
moon,Sinus Aestuum,12.1000,-8.3400,316.5,Sinus
moon,Schrödinger,-74.7300,132.9300,316.4,Crater
moon,Vallis Schrödinger,-66.5200,104.8800,301.7,Vallis
moon,Bailly,-66.8200,-68.9000,300.6,Crater
moon,Palus Epidemiarum,-32.0000,-27.5400,300.4,Palus
moon,Dorsum Oppel,19.3100,52.0900,297.6,Dorsum
moon,Mare Orientale,-19.8700,-94.6700,294.2,Mare
moon,Vallis Bouvard,-38.4500,-82.3200,287.9,Vallis
moon,Sinus Medii,1.6300,1.0300,286.7,Sinus
moon,Rima Marius,16.3700,-49.5400,283.5,Rima
moon,Mare Ingenii,-33.2500,164.8300,282.2,Mare
moon,Rima Sharp,46.0200,-50.3600,276.7,Rima
moon,Mare Moscoviense,27.2800,148.1200,275.6,Mare
moon,Rimae Hippalus,-25.6000,-29.3600,266.0,Rima
moon,Gagarin,-19.6600,149.3500,261.8,Crater
moon,Dorsa Ewing,-11.0600,-38.3100,261.6,Dorsum
moon,Milne,-31.0000,112.7800,260.0,Crater
oberon,Mommur Chasma,-16.3000,-36.5000,537.0,Chasma
oberon,Hamlet,-46.1000,44.4000,206.0,Crater
oberon,Macbeth,-58.4000,112.5000,203.0,Crater
oberon,Romeo,-28.7000,89.4000,159.0,Crater
oberon,Lear,-5.4000,31.5000,126.0,Crater
oberon,Falstaff,-22.1000,19.0000,124.0,Crater
oberon,Coriolanus,-11.4000,-14.8000,120.0,Crater
oberon,Othello,-66.0000,42.9000,114.0,Crater
oberon,Caesar,-26.6000,61.1000,76.0,Crater
oberon,Antony,-27.5000,65.4000,47.0,Crater
phobos,Kepler Dorsum,-45.0000,4.0000,15.0,Dorsum
phobos,Laputa Regio,0.0000,95.0000,14.0,Regio
phobos,Stickney,1.0000,-49.0000,9.0,Crater
phobos,Gulliver,62.0000,-163.0000,5.5,Crater
phobos,Hall,-80.0000,150.0000,5.4,Crater
phobos,Drunlo,36.5000,-92.0000,4.2,Crater
phobos,Lagado Planitia,19.0000,129.0000,4.0,Planitia
phobos,Clustril,60.0000,-91.0000,3.4,Crater
phobos,Reldresal,41.0000,-39.0000,2.9,Crater
phobos,Grildrig,81.0000,165.0000,2.6,Crater
phobos,Todd,-9.0000,-153.0000,2.6,Crater
phobos,Roche,53.0000,177.0000,2.3,Crater
phobos,D'Arrest,-39.0000,-179.0000,2.1,Crater
phobos,Limtoc,-11.0000,-54.0000,2.0,Crater
phobos,Öpik,-7.0000,63.0000,2.0,Crater
phobos,Shklovsky,24.0000,112.0000,2.0,Crater
phobos,Sharpless,-27.5000,-154.0000,1.8,Crater
phobos,Wendell,-1.0000,-132.0000,1.7,Crater
phobos,Flimnap,60.0000,10.0000,1.5,Crater
phobos,Skyresh,52.5000,40.0000,1.5,Crater
rhea,Galunlati Chasmata,38.0000,70.0000,740.0,Chasma
rhea,Puchou Catenae,32.0000,-87.0000,620.0,Catena
rhea,Avaiki Chasmata,25.0000,81.0000,580.0,Chasma
rhea,Mamaldi,14.0000,176.0000,480.0,Crater
rhea,Kirinyaga Linea,-1.8000,-128.8000,400.0,Linea
rhea,Yamsi Chasmata,-28.0000,79.5000,380.0,Chasma
rhea,Wungaran Catenae,22.5000,-79.0000,350.0,Catena
rhea,Vaupas Chasma,-35.0000,100.0000,280.0,Chasma
rhea,Powehiwehi,-8.2000,79.6000,271.2,Crater
rhea,Onokoro Catenae,-44.7000,31.5000,240.0,Catena
rhea,Thebeksan Catena,-39.5000,-174.0000,220.0,Catena
rhea,Harahvaiti Fossa,-36.0000,-171.0000,190.0,Fossa
rhea,Pulag Chasma,-33.0000,93.5000,190.0,Chasma
rhea,Kunlun Linea,45.0000,52.0000,180.0,Linea
rhea,Wakonda,48.6000,90.3000,123.0,Crater
rhea,Parun Fossa,-46.5000,-152.0000,120.0,Fossa
rhea,Nzame,9.0000,-24.9000,119.4,Crater
rhea,Koykamou Catena,-70.0000,116.0000,110.0,Catena
rhea,Nishanu,-9.0000,-129.0000,103.4,Crater
rhea,Samni,-47.7000,-90.7000,101.4,Crater
rhea,Purusa,-21.2000,-167.8000,96.7,Crater
rhea,Vatea,16.0000,-150.4000,96.6,Crater
rhea,Ehecatl,-54.7000,-175.6000,93.6,Crater
rhea,Dohitt,-18.0000,-74.1000,93.4,Crater
rhea,Seveki,12.9000,-164.7000,89.1,Crater
rhea,Fatu,7.7000,-176.1000,88.0,Crater
rhea,Abassi,-21.3000,-146.5000,87.2,Crater
rhea,Wende,-56.3000,133.6000,83.0,Crater
rhea,Madumda,-36.9000,-64.8000,82.6,Crater
rhea,Tane,-12.5000,-57.4000,82.6,Crater
rhea,Mouru Catena,48.5000,16.5000,80.0,Catena
rhea,Ligoupup,-14.5000,-46.2000,78.8,Crater
rhea,Dangun,7.2000,152.0000,77.5,Crater
rhea,Zicum,-50.9000,-111.2000,76.8,Crater
rhea,Kanobo,-63.8000,-37.4000,75.8,Crater
rhea,Nishke,3.8000,-49.0000,74.2,Crater
rhea,Juok,37.6000,-155.0000,73.8,Crater
rhea,Nareau,-24.9000,118.1000,73.6,Crater
rhea,Huracan,53.2000,171.5000,71.2,Crater
rhea,Tulpar,56.1000,-158.6000,70.4,Crater
rhea,Gucumatz,37.0000,-175.8000,68.6,Crater
rhea,Mumbi,-1.9000,-131.2000,67.2,Crater
rhea,Obatala,-1.1000,90.3000,67.2,Crater
rhea,Amotken,0.7000,157.3000,64.6,Crater
rhea,Glooskap,-35.0000,-57.2000,63.2,Crater
rhea,Gborogboro,-12.7000,-162.2000,62.5,Crater
rhea,Tawa,17.9000,-175.2000,62.2,Crater
rhea,Singbonga,-54.8000,-146.9000,60.8,Crater
rhea,Tasheting,-59.0000,-55.5000,60.8,Crater
rhea,Xowalaci,2.4000,-56.3000,60.0,Crater
rhea,Pouliuli,-16.9000,75.6000,59.8,Crater
rhea,Tuwale,-78.0000,117.6000,59.6,Crater
rhea,Olorun,24.7000,-155.4000,58.4,Crater
rhea,Utleygon,-20.1000,165.1000,58.2,Crater
rhea,Wak,29.6000,165.7000,57.8,Crater
rhea,Gmerti,-52.0000,167.4000,57.2,Crater
rhea,Kurkyl,-39.9000,-113.7000,57.1,Crater
rhea,Napi,26.9000,-174.8000,55.8,Crater
rhea,Inmar,-2.3000,58.4000,54.8,Crater
rhea,Nainema,25.5000,13.6000,53.8,Crater
tethys,Ithaca Chasma,-14.0000,-6.1000,1219.0,Chasma
tethys,Odysseus,32.8200,-128.8900,445.0,Crater
tethys,Telemus,-34.5300,3.1100,320.0,Crater
tethys,Melanthius,-58.5000,167.3900,250.0,Crater
tethys,Penelope,-10.8300,110.7800,207.5,Crater
tethys,Dolius,-30.1500,149.6700,190.0,Crater
tethys,Scheria Montes,30.0000,-131.0000,185.0,Mons
tethys,Antinous,-59.8900,73.8500,138.0,Crater
tethys,Demodocus,-59.3700,-18.2100,125.0,Crater
tethys,Ogygia Chasma,56.0000,-95.2000,120.0,Chasma
tethys,Anticleia,51.3100,-32.3700,100.7,Crater
tethys,Salmoneus,-1.7700,24.8200,93.0,Crater
tethys,Telemachus,54.0000,20.6200,92.0,Crater
tethys,Aietes,-41.4400,-6.2300,91.0,Crater
tethys,Ajax,-28.4100,78.0000,88.0,Crater
tethys,Circe,-12.6000,-54.6600,79.0,Crater
tethys,Phemius,11.3200,73.7800,75.9,Crater
tethys,Polyphemus,-3.4800,77.0200,73.0,Crater
tethys,Nausicaa,84.4000,-5.0000,69.0,Crater
tethys,Hermione,-38.4000,-148.6900,68.2,Crater
tethys,Poseidon,-55.7100,-101.3000,63.0,Crater
tethys,Mentor,0.2500,-44.1600,62.0,Crater
tethys,Elpenor,53.4300,96.3100,60.0,Crater
tethys,Achilles,0.6000,35.6200,58.6,Crater
tethys,Naubolos,-72.1900,54.8200,54.5,Crater
tethys,Icarius,-5.8900,54.1500,54.4,Crater
tethys,Laertes,-46.3600,-67.4600,51.1,Crater
tethys,Periboea,8.0000,-34.8600,51.0,Crater
tethys,Alcinous,30.3100,147.3900,50.0,Crater
tethys,Diomedes,38.1200,70.5800,48.6,Crater
tethys,Eurylochus,-5.0700,-27.6800,44.8,Crater
titan,Xanadu,-15.0000,-100.0000,3400.0,Albedo Feature
titan,Caladan Planitia,31.0000,134.0000,2800.0,Planitia
titan,Paititi Terra,20.2200,110.6100,2100.0,Terra
titan,Poritrin Planitia,48.0000,-24.0000,1900.0,Planitia
titan,Concordia Regio,-20.0000,119.0000,1500.0,Regio
titan,Shiwanni Virgae,-25.0000,-32.0000,1400.0,Virga
titan,Tui Regio,-24.5000,-124.9000,1200.0,Regio
titan,Kraken Mare,68.0000,50.0000,1170.0,Mare
titan,Hetpet Regio,-22.0000,68.0000,1080.0,Regio
titan,Hobal Virga,-35.0000,-166.0000,1075.0,Virga
titan,Perkunas Virgae,-27.0000,-162.0000,980.0,Virga
titan,Yalaing Terra,-19.5000,36.0000,980.0,Terra
titan,Garotman Terra,-13.5000,12.0000,970.0,Terra
titan,Ochumare Regio,10.4000,11.9000,939.0,Regio
titan,Echoriath Montes,-7.4000,146.2000,930.0,Mons
titan,Uanui Virgae,45.2000,124.7000,917.0,Virga
titan,Buzzell Planitia,-66.3000,97.3000,870.0,Planitia
titan,Ahmakiq Undae,2.2200,157.3000,812.0,Unda
titan,Tollan Terra,6.4000,37.3000,800.0,Terra
titan,Crete Facula,9.4000,-150.1000,680.0,Facula
titan,Kalseru Virga,-36.0000,-137.0000,630.0,Virga
titan,Hotei Arcus,-28.0000,-79.0000,600.0,Arcus
titan,Tlaloc Virgae,23.7300,152.3000,600.0,Virga
titan,Nicobar Faculae,2.0000,-159.0000,575.0,Facula
titan,Tsiipiya Terra,2.8300,19.8800,573.2,Terra
titan,Grumman Labyrinthus,-35.3000,-106.8000,540.0,Labyrinthus
titan,Notus Undae,-10.0000,148.9000,530.0,Unda
titan,Rossak Planitia,-71.0400,5.0000,512.0,Planitia
titan,Elpis Macula,31.2000,-27.0000,500.0,Macula
titan,Hotei Regio,-26.0000,-78.0000,500.0,Regio
titan,Ligeia Mare,79.7000,112.1000,500.0,Mare
titan,Aura Undae,13.7900,133.1400,490.0,Unda
titan,Bacab Virgae,-19.0000,-151.0000,485.0,Virga
titan,Junction Labyrinthus,-47.7000,144.7000,484.0,Labyrinthus
titan,Oahu Facula,5.0000,-166.7000,465.0,Facula
titan,Lankiveil Labyrinthus,-48.2000,-149.5000,450.0,Labyrinthus
titan,Woytchugga Lacuna,68.8800,-109.0000,449.0,Lacuna
titan,Lampadas Labyrinthus,-81.8000,-124.0000,445.0,Labyrinthus
titan,Hagal Planitia,-60.5900,15.0500,435.0,Planitia
titan,Dolmed Montes,-11.6000,143.2000,400.0,Mons
titan,Romo Planitia,-82.7900,159.0400,400.0,Planitia
titan,Menrva,20.1000,-87.2000,392.0,Crater
titan,Punga Mare,85.1000,20.3000,380.0,Mare
titan,Rerir Montes,-4.8000,147.9000,370.0,Mons
titan,Harmonthep Labyrinthus,-72.3000,-101.4000,363.0,Labyrinthus
titan,Ecaz Labyrinthus,-83.0000,-36.7000,360.0,Labyrinthus
titan,Mohini Fluctus,-11.7800,-38.5300,347.0,Fluctus
titan,Polaznik Macula,-41.1000,79.6000,346.9,Macula
titan,Mindolluin Montes,-3.3000,151.0400,340.0,Mons
titan,Arrakis Planitia,-78.4000,-117.0000,337.4,Planitia
titan,Kokytos Flumina,72.2100,105.0000,305.0,Flumen
titan,Giedi Planitia,5.2200,2.9800,303.2,Planitia
titan,Gansireed Labyrinthus,-69.3000,120.7000,300.0,Labyrinthus
titan,Winia Fluctus,49.0000,-46.0000,300.0,Fluctus
titan,Shikoku Facula,-10.4000,-164.1000,285.0,Facula
titan,Corrin Labyrinthus,-66.0000,-31.0000,280.0,Labyrinthus
titan,Tishtrya Virgae,23.8400,-179.7500,276.0,Virga
titan,Kronin Labyrinthus,-35.7000,-96.2700,270.0,Labyrinthus
titan,Antilia Faculae,-11.0000,173.0000,260.0,Facula
titan,Boreas Undae,-6.0000,145.0000,260.0,Unda
titania,Messina Chasmata,-33.3000,-25.0000,1492.0,Chasma
titania,Rousillon Rupes,-14.7000,26.5000,402.0,Rupes
titania,Gertrude,-15.8000,-72.9000,326.0,Crater
titania,Belmont Chasma,-8.5000,32.6000,258.0,Chasma
titania,Ursula,-12.4000,45.2000,135.0,Crater
titania,Mopsa,-11.9000,-57.8000,101.0,Crater
titania,Calphurnia,-42.4000,-68.6000,100.0,Crater
titania,Katherine,-51.2000,-28.1000,75.0,Crater
titania,Elinor,-44.8000,-26.4000,74.0,Crater
titania,Jessica,-55.3000,-74.1000,64.0,Crater
titania,Valeria,-34.5000,4.2000,59.0,Crater
titania,Lucetta,-14.7000,-82.9000,58.0,Crater
titania,Bona,-55.8000,-8.8000,51.0,Crater
titania,Adriana,-20.1000,3.9000,50.0,Crater
titania,Marina,-15.5000,-44.0000,40.0,Crater
triton,Xuuch,-6.4300,62.4500,14.0,Crater
triton,Cay,-6.1500,54.7300,11.0,Crater
triton,Yara,-6.1400,54.7400,11.0,Crater
triton,Unga,-1.0800,40.0300,9.0,Crater
triton,Abatos Planum,-21.5000,58.0000,0.0,Planum
triton,Akupara Maculae,-27.5000,63.0000,0.0,Macula
triton,Amarum,26.0000,24.5000,0.0,Crater
triton,Andvari,20.5000,34.0000,0.0,Crater
triton,Apep Cavus,20.0000,-58.5000,0.0,Cavus
triton,Awib Dorsa,-7.0000,80.0000,0.0,Dorsum
triton,Bheki Cavus,16.0000,-52.0000,0.0,Cavus
triton,[Bia Sulci],-38.0000,3.0000,0.0,Sulcus
triton,Boynne Sulci,-13.0000,-10.0000,0.0,Sulcus
triton,Bubembe Regio,18.0000,-25.0000,0.0,Regio
triton,Cipango Planum,11.5000,34.0000,0.0,Planum
triton,Dagon Cavus,29.0000,-15.0000,0.0,Cavus
triton,Dilolo Patera,26.0000,24.5000,0.0,Patera
triton,Doro Macula,-27.5000,31.7000,0.0,Macula
triton,Gandvik Patera,28.0000,5.5000,0.0,Patera
triton,Hekt Cavus,26.0000,-18.0000,0.0,Cavus
triton,Hili,-57.0000,35.0000,0.0,Plume
triton,Hirugo Cavus,14.5000,-15.0000,0.0,Cavus
triton,Ho Sulci,2.0000,-55.0000,0.0,Sulcus
triton,Ilomba,-14.5000,57.0000,0.0,Crater
triton,Jumna Fossae,-13.5000,44.0000,0.0,Fossa
triton,Kasu Patera,39.0000,14.0000,0.0,Patera
triton,Kasyapa Cavus,7.5000,-2.0000,0.0,Cavus
triton,Kibu Patera,10.5000,43.0000,0.0,Patera
triton,Kikimora Maculae,-31.0000,78.0000,0.0,Macula
triton,Kormet Sulci,23.0000,-24.5000,0.0,Sulcus
triton,Kraken Catena,14.0000,35.5000,0.0,Catena
triton,Kulilu Cavus,41.0000,4.0000,0.0,Cavus
triton,Kurma,-16.5000,61.0000,0.0,Crater
triton,Leipter Sulci,7.0000,9.0000,0.0,Sulcus
triton,Leviathan Patera,17.0000,28.5000,0.0,Patera
triton,Lo Sulci,3.8000,-39.0000,0.0,Sulcus
triton,Mah Cavus,38.0000,6.0000,0.0,Cavus
triton,Mahilani,-50.5000,-0.5000,0.0,Plume
triton,Mangwe Cavus,-7.0000,-17.0000,0.0,Cavus
triton,Mazomba,-18.5000,63.5000,0.0,Crater
triton,Medamothi Planum,3.5000,69.0000,0.0,Planum
triton,Monad Regio,20.0000,37.0000,0.0,Regio
triton,Namazu Macula,-25.5000,14.0000,0.0,Macula
triton,Ob Sulci,-6.0000,-32.0000,0.0,Sulcus
triton,Ormet Sulci,17.0000,-23.0000,0.0,Sulcus
triton,Ravgga,-3.0000,71.5000,0.0,Crater
triton,Raz Fossae,8.0000,21.5000,0.0,Fossa
triton,Rem Maculae,13.0000,-10.5000,0.0,Macula
triton,Ruach Planitia,28.0000,24.0000,0.0,Planitia
triton,Ryugu Planitia,-5.0000,27.0000,0.0,Planitia
triton,Set Catena,22.0000,33.5000,0.0,Catena
triton,Sipapu Planitia,-4.0000,36.0000,0.0,Planitia
triton,Slidr Sulci,23.5000,-10.0000,0.0,Sulcus
triton,Tangaroa,-25.0000,65.5000,0.0,Crater
triton,Tano Sulci,33.5000,-23.0000,0.0,Sulcus
triton,Tuonela Planitia,34.0000,14.5000,0.0,Planitia
triton,Uhlanga Regio,-37.0000,-3.0000,0.0,Regio
triton,Ukupanio Cavus,35.0000,23.0000,0.0,Cavus
triton,Vimur Sulci,-11.0000,59.0000,0.0,Sulcus
triton,Viviane Macula,-31.0000,36.5000,0.0,Macula
venus,Parga Chasmata,-20.0000,-105.0000,11000.0,Chasma
venus,Aphrodite Terra,-5.8000,104.8000,10000.0,Terra
venus,Lada Terra,-62.5000,20.0000,8615.0,Terra
venus,Eistla Regio,10.5000,21.5000,8015.0,Regio
venus,Guinevere Planitia,21.9000,-35.0000,7520.0,Planitia
venus,Baltis Vallis,37.3000,161.4000,6000.0,Vallis
venus,Ishtar Terra,70.4000,27.5000,5610.0,Terra
venus,Ovda Regio,-2.8000,85.6000,5280.0,Regio
venus,Ganiki Planitia,40.0000,-158.0000,5160.0,Planitia
venus,Niobe Planitia,21.0000,112.3000,5008.0,Planitia
venus,Aino Planitia,-40.5000,94.5000,4985.0,Planitia
venus,Helen Planitia,-51.7000,-96.1000,4360.0,Planitia
venus,Sudenitsa Tesserae,33.0000,-90.0000,4200.0,Tessera
venus,Ulfrun Regio,27.0000,-135.0000,3954.0,Regio
venus,Kawelu Planitia,32.8000,-113.5000,3910.0,Planitia
venus,Bereghinya Planitia,28.6000,23.6000,3900.0,Planitia
venus,Manatum Tessera,-4.0000,64.0000,3800.0,Tessera
venus,Ganis Chasma,18.0000,-171.0000,3700.0,Chasma
venus,Hinemoa Planitia,5.0000,-95.0000,3700.0,Planitia
venus,Rusalka Planitia,3.0000,170.0000,3600.0,Planitia
